corridor_member_id,prior_loans_with_cu,loans_paid_in_full,ever_30_dpd_with_cu,months_since_last_cu_loan
enter,5,2,true,18.3963
degree,3,3,false,3.5027
pressure,3,2,false,84.0
trouble,3,2,false,51.792
statement,2,3,false,8.5864
traditional,0,0,false,50.113
truth,2,0,false,7.2013
level,1,2,false,12.852
themselves,1,2,false,1.0
down,2,2,false,51.5
which,7,3,false,1.0
property,5,3,false,1.0
sea,4,1,false,24.0702
security,2,2,false,51.7032
raise,3,1,true,53.5466
hold,2,0,true,67.9084
someone,5,1,false,5.9059
per,2,1,false,10.1821
office,2,3,false,17.8679
single,1,2,false,21.6394
player,4,1,false,26.9053
debate,2,0,false,6.528
stand,4,2,false,29.2398
share,2,3,false,32.0888
daughter,2,1,false,36.9736
financial,0,4,true,63.9531
list,1,2,true,21.6887
cost,3,2,false,41.0791
result,7,2,false,16.9198
bad,0,3,false,36.2961
culture,8,3,false,47.3553
consumer,5,1,false,30.9687
simple,3,1,true,9.5992
my,1,2,false,36.187
call,1,0,false,46.6963
huge,1,0,false,19.3302
amount,4,0,false,20.5874
later,1,2,false,1.0
family,4,0,false,53.8023
only,3,1,false,1.5763
everything,1,1,false,56.5429
case,5,1,false,39.7644
college,1,0,false,3.4509
pattern,1,1,false,1.0
throughout,2,3,false,47.7581
especially,1,3,false,14.6373
accept,5,2,false,1.0
give,2,0,false,17.6318
man,1,0,false,48.5091
security,3,2,true,34.476
write,3,2,false,22.202
clear,2,1,false,19.1247
among,0,2,false,50.4934
class,1,0,false,60.8965
without,5,0,false,41.4162
future,4,2,false,9.7514
picture,3,1,true,1.0
approach,2,1,true,19.2658
staff,2,2,false,16.164
work,2,1,false,1.0
process,1,0,false,15.4534
power,4,3,false,77.4584
threat,3,2,false,84.0
recently,2,2,false,31.5592
fish,2,1,false,29.1021
military,5,1,false,12.2369
strategy,3,5,false,38.9436
page,3,3,false,25.2851
oil,1,1,false,16.7236
help,3,1,false,52.8366
baby,1,1,false,57.1675
step,2,2,false,54.8189
second,3,2,false,32.8718
friend,2,0,false,29.6361
never,3,4,false,1.0
discussion,1,3,true,35.3618
create,5,2,false,50.6699
near,0,1,false,12.242
author,2,3,false,37.2404
stop,4,2,false,27.9886
mouth,3,1,false,43.4407
collection,3,1,false,21.9449
just,3,1,false,18.1091
of,4,1,false,5.0267
not,6,2,false,15.5379
international,2,2,false,49.2607
best,3,2,false,1.0
happy,2,2,false,18.9133
do,1,5,false,50.6156
use,1,4,false,24.559
different,4,2,false,76.0152
record,0,4,false,8.2355
glass,2,2,true,13.1681
glass,5,1,false,18.1763
herself,5,1,false,61.4252
finally,3,1,false,11.911
discover,3,5,false,24.2323
soldier,1,3,false,1.0
present,2,2,false,53.0665
nice,4,2,false,48.5667
may,3,1,false,12.305
option,4,0,false,31.1235
than,5,0,false,50.1681
soldier,3,1,true,1.0
range,1,1,false,1.0
act,3,3,false,53.3728
building,2,2,false,25.5319
relate,0,2,false,11.9003
half,4,2,false,1.0
like,3,1,false,20.4349
effect,4,3,false,1.0
west,5,2,false,1.9993
quality,5,3,false,1.0
positive,3,2,false,42.5266
why,1,2,false,75.0932
pretty,5,3,false,6.9853
either,4,0,false,1.0
among,0,3,false,27.3184
rest,4,1,false,27.1156
value,3,2,false,1.0
full,4,1,false,1.0
I,3,3,false,57.8905
whole,3,3,false,1.4377
style,1,2,false,58.7764
you,1,2,false,50.1483
build,0,2,false,1.0
imagine,3,0,true,59.6077
establish,5,2,false,17.3858
now,4,1,false,56.4676
shake,4,1,false,33.4517
fear,4,3,true,1.0
ago,4,0,false,30.8304
which,3,0,false,50.4978
nation,2,0,false,82.6901
term,6,2,false,65.6046
speech,5,4,false,63.28
house,4,2,false,3.434
my,2,1,false,1.0
suggest,5,2,false,8.3186
movie,5,3,false,17.716
like,3,2,false,14.0653
message,2,1,false,55.3591
animal,3,2,false,2.168
fine,3,2,false,56.2289
water,2,2,false,4.3571
reach,0,2,false,56.7214
data,4,3,true,41.1577
full,2,3,true,20.8045
my,1,1,false,23.3825
beautiful,0,2,false,25.6983
yourself,5,0,false,15.7044
big,2,5,true,1.0
computer,5,1,false,23.517
spring,3,3,false,55.0704
note,2,0,false,43.191
none,3,2,true,29.628
account,4,1,false,1.0
produce,3,1,false,30.6041
attorney,2,1,false,38.3464
develop,3,0,true,1.0
religious,1,3,false,12.5375
professional,3,3,false,18.6078
staff,4,4,false,39.3084
different,3,2,false,20.8391
treatment,0,4,false,22.469
reveal,4,1,false,38.7294
language,4,1,true,12.5012
thing,1,2,false,54.6673
body,3,2,false,23.6638
describe,0,5,false,21.4192
note,3,2,false,12.9966
them,0,1,false,47.9447
scientist,2,3,false,55.3447
unit,4,1,false,35.3778
site,3,2,false,37.3025
stage,3,0,false,66.9283
learn,0,0,false,35.6939
radio,0,2,false,9.484
technology,3,2,false,56.7016
yard,2,0,false,41.8336
away,5,2,true,1.0
skin,4,0,false,14.7782
rich,6,2,true,47.0566
class,4,2,false,1.0
agent,2,1,false,65.4429
machine,4,4,false,29.6325
series,3,3,false,1.0
glass,3,1,false,3.1939
always,5,4,true,30.8765
begin,2,1,false,32.9569
back,5,2,false,1.0
arm,0,2,false,12.056
could,2,1,false,47.8835
study,0,1,false,77.7118
enter,0,1,false,18.6296
open,3,1,false,52.7892
avoid,5,2,false,31.6065
paper,6,0,false,48.2336
term,2,1,false,43.3436
drive,3,2,false,32.8842
whether,5,2,false,1.0
evening,5,3,true,25.1659
involve,0,3,false,57.0984
important,2,3,false,1.0
little,3,2,false,28.1042
professor,2,2,false,1.0
interview,3,2,false,38.1104
lead,6,2,false,28.5901
four,4,2,false,22.0687
adult,4,2,false,47.8868
improve,6,0,false,22.279
report,0,0,false,45.2424
by,7,1,false,23.4588
nor,4,2,false,71.2164
according,3,4,true,55.5638
put,2,0,false,78.8542
service,1,3,false,37.1936
present,3,2,false,42.8636
at,3,1,false,1.0
something,3,0,false,15.2042
skill,4,3,false,23.0477
pay,4,1,true,26.594
answer,5,0,true,1.0
school,4,1,false,45.888
thus,4,3,false,5.5316
baby,5,2,false,9.5357
help,2,1,true,63.5687
without,3,0,false,24.1445
morning,4,1,false,55.4718
born,0,1,false,1.0
figure,5,0,false,53.1185
stop,5,2,false,36.6295
rich,1,0,false,59.4759
fish,2,2,true,29.5782
policy,2,2,false,39.8333
before,3,2,false,46.1375
father,1,3,false,1.0
southern,1,1,false,12.084
with,1,3,true,60.2728
left,1,2,false,30.4587
I,1,2,false,30.7404
indicate,4,2,false,1.0
term,1,1,false,10.4748
recent,2,2,false,11.4163
allow,5,2,false,29.7277
matter,1,2,false,18.8969
close,0,3,false,53.7471
none,2,3,false,41.201
discussion,2,2,false,38.5164
century,1,3,false,1.0
skin,3,1,false,7.8859
include,3,2,false,56.602
style,1,2,true,11.0594
subject,1,3,false,60.7633
time,3,2,false,6.9305
offer,4,3,false,15.2089
find,1,3,false,37.6392
protect,0,1,false,35.3936
charge,2,2,false,77.7969
fire,3,2,false,1.0
research,7,1,true,35.0661
very,4,2,false,60.8718
who,1,1,false,1.0
stuff,3,1,false,27.167
trial,5,2,false,22.7573
shoulder,3,1,true,20.8089
raise,5,1,false,10.8133
hour,2,1,true,31.1653
activity,3,0,false,71.2449
on,5,2,false,19.2105
two,5,2,false,43.2356
one,3,1,false,14.9595
chance,4,3,false,29.1641
candidate,2,2,false,1.0
analysis,4,1,false,21.1268
accept,1,1,false,18.717
page,2,1,false,5.3926
pick,2,0,false,6.8351
indeed,5,3,false,33.0345
note,2,3,false,16.8898
officer,4,2,false,1.0
your,2,3,true,48.3556
bed,6,2,false,1.0
focus,1,1,false,34.4327
develop,6,0,false,1.0
smile,4,2,false,26.1901
site,5,1,false,25.5879
well,4,2,false,1.0
she,0,2,false,1.0
guy,3,5,false,45.2959
development,3,2,false,18.9052
itself,4,1,false,59.8154
western,3,1,false,19.0053
race,3,1,false,39.0095
today,4,1,false,11.2069
music,2,3,false,56.9066
change,6,1,false,10.8087
college,3,1,true,55.1449
create,3,3,false,31.2912
do,6,3,false,1.0
practice,3,0,true,53.0638
they,1,1,false,1.0
entire,3,1,true,62.2934
daughter,2,2,false,1.0
building,0,2,false,1.0
course,1,2,true,1.0
remain,5,2,false,1.0
successful,5,1,false,5.5112
our,3,0,false,49.7009
together,4,1,false,19.7141
arm,6,1,false,24.6997
today,1,1,false,57.561
society,4,0,true,49.0281
work,4,3,false,47.0201
often,3,1,false,84.0
main,5,1,false,70.7853
quite,3,1,false,34.6434
often,4,1,false,24.8569
baby,4,2,false,29.6632
fill,3,2,false,32.141
remain,4,1,false,20.1509
audience,5,1,false,7.2784
enough,3,3,false,42.8202
billion,3,4,false,47.3018
decade,4,1,false,39.1252
she,4,2,false,35.9417
partner,6,1,false,1.0
message,4,3,false,1.0
give,2,3,false,13.1706
heavy,3,0,false,38.3388
career,1,1,false,1.0
remain,4,3,false,13.0939
reality,1,2,false,43.9484
easy,4,3,true,1.0
black,3,1,false,72.6728
feel,5,0,true,20.8518
president,3,0,false,51.4087
available,3,2,false,27.3597
we,4,5,false,50.3704
daughter,1,3,false,43.5766
friend,1,2,false,30.8004
mention,3,1,true,13.7808
little,4,3,false,37.249
get,3,3,false,39.1755
practice,0,1,false,1.0
receive,3,2,true,6.5104
follow,0,2,false,49.7914
rule,4,0,false,31.7034
pattern,5,3,false,40.7645
claim,0,3,false,2.8706
others,2,0,false,16.6112
our,3,0,false,61.3776
his,1,2,false,48.4079
system,4,2,false,15.8185
four,0,3,false,49.8968
later,5,2,false,19.3529
concern,3,4,true,1.0
above,3,1,false,1.0
form,1,0,false,17.5402
employee,2,2,false,21.7305
stock,2,1,false,64.6748
do,3,2,false,33.4278
seem,1,2,false,8.6869
sister,1,0,false,1.0
put,4,1,false,1.0
least,4,3,false,12.7864
factor,2,2,false,20.3571
though,8,2,false,40.3268
here,3,0,false,52.5405
center,3,2,false,48.6529
respond,1,2,true,29.5576
significant,2,1,false,21.3892
glass,5,2,false,22.7725
understand,3,4,true,1.0
media,1,2,false,1.0
maintain,3,2,false,37.574
like,3,1,false,8.4301
her,1,2,true,78.9228
stage,1,1,false,62.0989
focus,3,3,false,46.4406
message,7,1,false,31.0114
ok,2,2,false,28.8393
boy,3,3,false,22.0518
continue,0,3,false,33.1098
race,3,3,false,1.0
policy,1,3,false,19.3869
beat,3,3,true,1.0
thought,4,1,false,4.2847
fast,4,1,false,1.0
town,1,3,false,39.38
the,7,1,false,1.0
challenge,1,2,false,57.0949
vote,3,0,false,1.0
nothing,3,1,false,12.5209
debate,0,3,false,18.5142
everyone,4,3,false,1.0
similar,2,2,false,39.3073
various,3,2,false,9.8184
produce,2,3,true,19.3421
ball,3,1,false,20.2884
short,2,3,false,56.8857
bag,2,1,true,56.5444
wait,4,2,false,9.3882
after,3,2,false,35.5976
time,0,3,false,76.0406
movement,2,1,false,46.7365
program,2,3,false,5.8462
allow,1,0,true,1.0
tax,2,1,false,66.7699
party,2,5,true,54.6462
particular,0,1,false,47.8809
interview,3,1,true,21.5427
specific,4,2,false,6.1029
performance,4,2,true,58.9594
difference,1,3,false,33.8992
what,0,0,false,44.8101
although,1,1,false,23.0548
ok,3,1,false,1.0
ever,4,0,false,51.4673
of,4,4,false,52.326
wall,2,0,false,48.4123
notice,4,3,false,33.6962
marriage,1,3,false,36.0856
ready,3,2,true,19.2721
stage,2,3,false,58.582
church,3,1,false,36.8551
history,3,2,false,19.3306
including,5,0,false,1.0
dog,3,3,false,36.7247
vote,3,2,true,3.6421
sport,4,2,false,36.9737
perform,2,4,false,40.8665
significant,4,4,true,43.4005
tough,4,0,false,1.0
fill,2,1,false,1.0
center,3,1,false,84.0
majority,0,2,false,33.6258
more,1,1,false,53.4962
Mrs,2,1,false,59.7492
believe,1,2,false,41.4594
industry,3,1,false,7.3421
himself,5,2,false,19.364
morning,3,0,false,1.0
action,3,4,false,32.9203
recognize,3,3,true,1.0
edge,2,2,false,1.0
thus,3,1,false,1.0
sure,6,0,false,48.1846
positive,4,3,false,13.4875
return,3,1,false,35.1425
company,5,1,false,45.987
sometimes,2,1,true,32.8325
my,4,1,false,8.1056
challenge,2,4,false,8.5972
like,2,2,false,1.0
collection,7,1,false,18.3473
country,2,2,false,9.2709
others,2,2,false,40.2725
others,0,5,false,32.1102
receive,0,5,false,35.4388
turn,5,3,false,22.2859
child,3,4,false,18.3566
simply,3,1,false,33.7288
sign,6,2,false,12.5114
member,2,1,false,45.5239
wrong,1,2,false,22.9161
her,4,1,false,18.3257
amount,3,3,false,84.0
discuss,5,2,false,17.6807
sort,4,3,true,6.0978
method,3,3,false,17.6924
each,2,2,false,69.1696
at,4,1,false,37.117
everything,5,2,false,3.451
hope,3,1,false,46.3817
east,4,2,false,55.8797
and,5,5,false,57.4575
relate,2,2,false,22.0881
design,2,2,false,52.5954
national,1,4,false,34.4995
whatever,4,0,false,1.0
strong,2,2,false,15.2193
herself,4,1,false,29.9087
important,1,3,false,11.9726
manager,5,3,false,58.2328
whose,5,3,false,65.0512
look,5,1,false,25.9488
upon,2,4,false,1.0
any,3,1,false,1.0
among,2,1,false,60.1442
range,4,2,false,19.2399
game,5,1,false,2.2552
board,2,0,true,1.0
score,4,2,false,34.5005
near,1,3,false,11.5021
property,0,1,false,79.1913
themselves,2,1,false,28.1121
eye,4,3,false,11.7898
they,4,1,false,28.6552
site,1,1,false,58.0988
everyone,4,2,false,28.5896
particular,1,1,false,1.0
off,4,1,false,27.8004
over,7,2,false,1.0
contain,0,2,false,37.7318
however,3,2,false,73.317
ready,3,2,false,56.8126
human,4,2,false,28.8516
history,5,2,false,82.1588
people,5,2,false,3.2452
ready,2,2,false,48.4052
water,2,2,false,9.8188
thing,3,1,false,67.4268
bank,2,2,true,59.9858
nation,2,2,false,35.097
enter,2,2,false,1.0
however,6,2,false,62.5961
whatever,1,1,false,59.6735
dog,1,1,false,20.0388
name,0,1,false,5.5181
into,1,3,false,35.8725
head,1,5,false,29.7102
technology,4,3,false,1.0
trip,1,2,false,38.7786
hair,7,2,false,5.7226
message,1,1,false,39.7412
structure,4,1,true,1.0
meet,4,2,true,27.3488
very,3,0,false,26.6252
PM,4,2,false,59.9619
according,6,2,false,43.4557
more,4,1,false,1.0
us,2,2,false,17.3498
chair,3,2,false,74.5264
less,2,2,true,49.6649
company,2,1,false,42.6768
drug,1,0,false,51.8404
ball,2,2,false,26.1747
my,5,2,false,51.6408
question,0,3,false,37.8498
fast,2,2,false,1.0
development,2,4,false,1.0
citizen,3,2,false,44.492
culture,3,2,false,43.9684
coach,0,2,false,38.3666
high,3,3,true,18.9306
play,5,1,false,42.934
series,4,3,false,44.2611
technology,2,0,false,69.7238
by,4,2,false,38.8037
recent,4,1,false,33.0959
drug,4,0,false,15.1767
join,3,0,false,36.7371
talk,4,0,false,1.0
give,2,3,false,1.0
service,2,2,false,7.8277
build,4,0,false,37.0248
meet,3,0,false,66.0939
Republican,1,2,false,44.1314
measure,3,1,false,41.0242
measure,2,1,false,19.4472
develop,2,0,false,41.3207
performance,5,5,false,44.1922
color,3,2,false,1.0
radio,1,1,false,33.2061
these,1,2,false,28.6676
item,7,1,false,29.6639
age,4,2,false,39.3368
either,4,2,false,13.9748
animal,3,2,false,32.9264
care,3,1,false,26.4556
painting,2,2,false,7.014
person,2,0,false,1.0
college,1,1,false,1.0
center,3,2,false,44.3051
professional,4,2,false,67.1024
music,6,1,false,71.6837
among,3,1,false,60.2357
vote,4,3,false,83.3232
page,2,0,false,34.4773
choice,3,1,false,15.6513
arrive,4,2,true,1.0
compare,4,4,false,60.4408
evening,5,1,false,84.0
win,3,2,false,58.6365
couple,2,2,false,39.3472
nation,4,3,false,48.4096
into,3,0,true,1.0
place,3,1,false,1.0
organization,0,1,false,47.9631
public,5,2,false,1.0
after,3,0,false,9.0169
unit,3,3,false,1.0
serve,5,4,false,35.6923
should,5,1,false,48.4032
recently,3,2,false,43.1441
term,3,2,false,1.0
federal,2,2,false,18.2167
your,4,2,false,48.8362
bed,0,1,false,40.761
direction,7,2,false,23.8037
list,1,2,false,26.3536
policy,2,2,false,84.0
market,3,1,false,14.6202
trip,3,1,false,53.7884
meet,2,1,false,19.9677
conference,4,2,false,18.9419
discuss,2,0,false,24.5968
then,1,3,false,79.2111
item,3,1,false,39.2644
plant,3,0,false,31.6971
character,6,1,false,11.463
study,5,1,true,17.52
pass,1,3,false,75.7533
tend,3,4,true,1.0
speak,2,1,true,51.3004
court,2,3,false,45.045
price,4,1,false,33.8727
receive,2,1,false,1.0
much,1,1,false,84.0
everything,3,3,false,42.2464
computer,3,0,false,45.5004
shake,4,2,false,25.5978
rich,3,2,false,78.2676
guess,2,1,false,47.7719
win,3,1,false,46.7141
long,2,1,false,1.0
pick,0,3,false,46.1127
performance,0,0,false,38.4632
authority,2,2,true,55.9978
drug,2,1,true,66.3582
human,3,2,false,1.0
image,2,4,false,1.0
cause,4,1,false,14.1108
boy,2,1,false,34.8823
admit,4,1,false,13.3663
degree,3,2,false,34.6079
necessary,3,2,false,25.1222
trade,1,1,false,43.7909
where,5,0,false,34.1536
mother,3,3,false,41.1971
return,4,1,false,19.0994
kind,2,3,false,3.619
the,3,3,false,33.2337
citizen,3,2,false,50.493
police,4,1,false,46.9842
big,4,1,false,44.3659
cost,5,1,false,51.8408
maybe,1,3,true,65.2338
week,3,2,false,38.4539
possible,2,0,false,29.7028
plan,2,3,false,45.5182
American,2,1,false,10.7921
understand,6,1,false,1.6551
step,2,2,false,1.0
night,5,1,false,46.8557
most,3,2,false,4.971
soldier,5,2,false,21.1089
buy,4,0,false,30.4912
better,3,1,false,42.9825
meet,6,1,false,37.3748
receive,0,1,false,26.0278
case,2,2,false,22.8842
week,4,1,true,13.2878
player,0,1,true,84.0
notice,2,1,false,74.6436
their,5,1,false,1.0
ability,3,2,false,31.6881
watch,2,2,false,49.6122
writer,2,2,false,72.6381
stage,1,4,true,39.3441
resource,3,2,false,17.7826
range,2,1,false,1.0
lawyer,0,0,true,14.9036
nearly,3,0,true,60.0017
kitchen,2,0,false,34.9436
hospital,3,3,false,17.6179
two,6,1,false,43.3881
animal,2,2,false,29.8564
save,2,3,false,6.1775
next,6,3,false,29.5434
laugh,4,1,true,19.4735
drop,4,4,false,52.8083
writer,2,1,false,50.904
suffer,3,2,true,1.0
meet,2,2,false,22.4989
strategy,3,4,false,31.348
specific,0,1,false,56.4622
I,4,2,false,53.5974
hard,4,1,false,7.0534
perform,3,3,false,1.0
summer,1,2,false,26.5095
site,2,1,false,27.5857
whatever,3,2,false,60.616
sort,4,1,false,27.4282
third,1,0,false,16.2427
same,2,2,false,1.0
parent,3,1,false,1.0
billion,3,0,false,7.1365
large,0,1,false,51.9726
center,2,1,false,58.5261
environmental,1,2,true,12.1675
me,3,1,false,66.2096
space,1,2,false,42.4181
early,6,4,true,35.8395
where,1,1,false,23.6054
town,3,3,false,32.6575
because,2,0,false,4.2011
federal,5,3,false,59.4306
piece,4,1,false,29.3409
under,3,2,false,5.506
of,2,4,false,1.0
issue,5,1,false,30.9486
even,1,0,false,69.923
current,1,2,false,65.0098
accept,2,2,false,49.8789
security,6,3,false,25.0427
six,1,2,false,14.2489
strategy,3,0,false,1.0
account,3,1,false,42.6236
participant,2,1,false,38.0448
necessary,4,2,true,64.6772
buy,4,3,false,37.5008
nature,4,2,false,48.9344
account,2,3,false,47.6087
how,6,2,false,1.0
real,1,2,false,6.0459
describe,3,2,true,35.8899
rise,1,4,false,44.3895
summer,4,1,false,34.3708
four,3,1,false,4.6499
issue,4,2,false,59.1326
high,4,0,false,53.686
both,3,2,true,76.6759
clear,3,2,false,55.5446
last,0,4,false,50.3507
reach,3,0,false,27.7269
pay,4,1,true,67.3267
environment,3,2,false,21.9919
every,1,1,true,39.5689
top,4,1,false,1.0
north,3,0,false,1.0
land,0,0,false,28.9549
other,1,0,false,60.2901
history,5,2,false,44.1597
population,2,0,false,46.9681
fact,4,2,true,1.0
response,2,1,false,17.0596
industry,4,1,false,24.0813
someone,0,1,false,47.2347
Democrat,3,0,false,31.4855
job,6,2,false,23.2621
old,5,2,false,12.619
step,0,2,false,50.9649
onto,6,0,false,59.3981
meeting,4,4,false,68.9996
country,3,1,false,35.1169
hospital,5,2,true,13.103
operation,2,4,false,49.9646
one,3,0,false,34.1649
member,3,2,false,30.4706
environment,4,1,false,54.389
food,7,2,false,27.8604
participant,1,3,false,13.1614
guy,2,4,false,19.6982
staff,5,1,true,52.9118
season,2,1,false,1.0
information,0,5,false,15.0674
simply,4,0,true,1.0
certainly,3,3,false,1.0
top,4,2,false,23.81
treat,2,3,false,23.4132
receive,4,3,false,32.8696
by,4,3,false,21.4535
small,4,1,true,27.7806
drug,5,3,false,36.8787
likely,6,2,false,43.2626
stay,4,1,true,68.9304
scene,4,2,false,1.0
color,0,1,false,41.4492
black,1,1,false,44.1539
difficult,3,2,false,28.1648
movie,4,1,true,51.4345
institution,4,3,false,22.1748
stock,0,2,true,1.0
ground,3,2,true,64.0705
suddenly,2,1,false,1.0
oil,2,2,false,24.32
positive,2,1,false,1.0
same,2,4,true,1.0
return,2,0,false,46.9245
seat,2,2,false,4.2595
area,3,2,false,17.1095
college,0,2,false,25.4763
improve,3,1,false,31.5957
provide,1,1,false,1.0
accept,4,2,false,19.4851
summer,4,2,false,79.5849
benefit,2,0,true,1.0
than,2,2,true,8.1541
check,1,2,false,32.5164
market,2,2,false,24.8193
with,2,1,false,48.7481
plan,1,3,false,72.4117
learn,3,3,false,46.1401
behavior,3,3,false,18.4463
attack,0,2,false,1.0
everyone,5,2,false,44.6573
doctor,2,1,false,1.0
hospital,2,3,false,80.4964
base,2,3,false,43.2396
politics,3,1,false,24.082
always,1,0,false,10.8999
shake,5,3,false,43.1096
if,1,2,false,63.6736
word,4,2,false,59.0748
institution,3,0,false,47.7031
positive,2,3,false,65.8023
reality,4,1,false,70.115
near,3,0,false,51.0907
few,2,3,false,7.9632
seek,1,4,false,39.3759
picture,2,1,false,2.2217
art,3,4,false,56.2713
young,4,4,false,69.4727
staff,3,0,false,1.0
ten,4,0,true,65.2201
continue,3,3,false,36.4989
push,2,2,false,65.2338
miss,0,3,false,18.9813
leg,4,2,false,60.6053
action,1,3,false,59.8539
defense,1,2,false,45.0613
to,3,1,false,33.8857
realize,4,3,false,19.4
word,1,2,false,77.6367
summer,0,1,false,31.5513
national,1,1,false,29.1388
feeling,6,1,true,42.1911
day,1,1,false,29.8445
along,3,1,false,1.0
step,4,1,false,1.0
place,3,1,false,53.3812
Mrs,4,3,false,63.1683
name,1,1,false,56.6101
say,2,0,true,30.6507
each,3,2,true,3.366
possible,1,3,false,19.7752
condition,5,2,false,48.7608
represent,3,2,false,77.1722
also,2,4,false,4.6586
here,2,0,false,30.5347
edge,0,2,false,58.023
real,1,0,false,65.1801
a,4,0,false,43.756
coach,2,2,false,56.9724
before,2,1,false,28.0924
fact,3,0,false,1.0
state,5,2,false,1.0
instead,5,1,false,39.2781
head,2,0,false,32.6573
relationship,4,3,false,1.0
indicate,4,2,false,4.8735
into,2,1,true,84.0
peace,2,3,false,35.4061
deep,4,2,false,51.002
national,2,1,false,10.5031
administration,3,2,false,12.5031
